instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
12102402,47275,NIFTY2571725000CE,NIFTY,0.00,17-07-2025,25000.00,0.05,75,CE,NFO-OPT,NFO
12102658,47276,NIFTY2571725000PE,NIFTY,0.00,17-07-2025,25000.00,0.05,75,PE,NFO-OPT,NFO
12102914,47277,NIFTY2571725050CE,NIFTY,0.00,17-07-2025,25050.00,0.05,75,CE,NFO-OPT,NFO
12103426,47279,NIFTY2571725050PE,NIFTY,0.00,17-07-2025,25050.00,0.05,75,PE,NFO-OPT,NFO
12103682,47280,NIFTY2571725100CE,NIFTY,0.00,17-07-2025,25100.00,0.05,75,CE,NFO-OPT,NFO
12103938,47281,NIFTY2571725100PE,NIFTY,0.00,17-07-2025,25100.00,0.05,75,PE,NFO-OPT,NFO
12104194,47282,NIFTY2571725150CE,NIFTY,0.00,17-07-2025,25150.00,0.05,75,CE,NFO-OPT,NFO
12105218,47286,NIFTY2571725150PE,NIFTY,0.00,17-07-2025,25150.00,0.05,75,PE,NFO-OPT,NFO
12105474,47287,NIFTY2571725200CE,NIFTY,0.00,17-07-2025,25200.00,0.05,75,CE,NFO-OPT,NFO
12105730,47288,NIFTY2571725200PE,NIFTY,0.00,17-07-2025,25200.00,0.05,75,PE,NFO-OPT,NFO
12105986,47289,NIFTY2571725250CE,NIFTY,0.00,17-07-2025,25250.00,0.05,75,CE,NFO-OPT,NFO
12106754,47292,NIFTY2571725250PE,NIFTY,0.00,17-07-2025,25250.00,0.05,75,PE,NFO-OPT,NFO
12107010,47293,NIFTY2571725300CE,NIFTY,0.00,17-07-2025,25300.00,0.05,75,CE,NFO-OPT,NFO
12107266,47294,NIFTY2571725300PE,NIFTY,0.00,17-07-2025,25300.00,0.05,75,PE,NFO-OPT,NFO
12107522,47295,NIFTY2571725350CE,NIFTY,0.00,17-07-2025,25350.00,0.05,75,CE,NFO-OPT,NFO
12107778,47296,NIFTY2571725350PE,NIFTY,0.00,17-07-2025,25350.00,0.05,75,PE,NFO-OPT,NFO
12108034,47297,NIFTY2571725400CE,NIFTY,0.00,17-07-2025,25400.00,0.05,75,CE,NFO-OPT,NFO
12108290,47298,NIFTY2571725400PE,NIFTY,0.00,17-07-2025,25400.00,0.05,75,PE,NFO-OPT,NFO
12108546,47299,NIFTY2571725450CE,NIFTY,0.00,17-07-2025,25450.00,0.05,75,CE,NFO-OPT,NFO
12108802,47300,NIFTY2571725450PE,NIFTY,0.00,17-07-2025,25450.00,0.05,75,PE,NFO-OPT,NFO
12109058,47301,NIFTY2571725500CE,NIFTY,0.00,17-07-2025,25500.00,0.05,75,CE,NFO-OPT,NFO
12109314,47302,NIFTY2571725500PE,NIFTY,0.00,17-07-2025,25500.00,0.05,75,PE,NFO-OPT,NFO
12109570,47303,NIFTY2571725550CE,NIFTY,0.00,17-07-2025,25550.00,0.05,75,CE,NFO-OPT,NFO
12110338,47306,NIFTY2571725550PE,NIFTY,0.00,17-07-2025,25550.00,0.05,75,PE,NFO-OPT,NFO
12110850,47308,NIFTY2571725600CE,NIFTY,0.00,17-07-2025,25600.00,0.05,75,CE,NFO-OPT,NFO
12111106,47309,NIFTY2571725600PE,NIFTY,0.00,17-07-2025,25600.00,0.05,75,PE,NFO-OPT,NFO
12111362,47310,NIFTY2571725650CE,NIFTY,0.00,17-07-2025,25650.00,0.05,75,CE,NFO-OPT,NFO
12111618,47311,NIFTY2571725650PE,NIFTY,0.00,17-07-2025,25650.00,0.05,75,PE,NFO-OPT,NFO
12112130,47313,NIFTY2571725700CE,NIFTY,0.00,17-07-2025,25700.00,0.05,75,CE,NFO-OPT,NFO
12112386,47314,NIFTY2571725700PE,NIFTY,0.00,17-07-2025,25700.00,0.05,75,PE,NFO-OPT,NFO
12112642,47315,NIFTY2571725750CE,NIFTY,0.00,17-07-2025,25750.00,0.05,75,CE,NFO-OPT,NFO
12112898,47316,NIFTY2571725750PE,NIFTY,0.00,17-07-2025,25750.00,0.05,75,PE,NFO-OPT,NFO
12113154,47317,NIFTY2571725800CE,NIFTY,0.00,17-07-2025,25800.00,0.05,75,CE,NFO-OPT,NFO
12116994,47332,NIFTY2571725800PE,NIFTY,0.00,17-07-2025,25800.00,0.05,75,PE,NFO-OPT,NFO
12117250,47333,NIFTY2571725850CE,NIFTY,0.00,17-07-2025,25850.00,0.05,75,CE,NFO-OPT,NFO
12117506,47334,NIFTY2571725850PE,NIFTY,0.00,17-07-2025,25850.00,0.05,75,PE,NFO-OPT,NFO
12117762,47335,NIFTY2571725900CE,NIFTY,0.00,17-07-2025,25900.00,0.05,75,CE,NFO-OPT,NFO
12118018,47336,NIFTY2571725900PE,NIFTY,0.00,17-07-2025,25900.00,0.05,75,PE,NFO-OPT,NFO
12118274,47337,NIFTY2571725950CE,NIFTY,0.00,17-07-2025,25950.00,0.05,75,CE,NFO-OPT,NFO
12119298,47341,NIFTY2571725950PE,NIFTY,0.00,17-07-2025,25950.00,0.05,75,PE,NFO-OPT,NFO
12119554,47342,NIFTY2571726000CE,NIFTY,0.00,17-07-2025,26000.00,0.05,75,CE,NFO-OPT,NFO
12122370,47353,NIFTY2571726000PE,NIFTY,0.00,17-07-2025,26000.00,0.05,75,PE,NFO-OPT,NFO
12122882,47355,NIFTY2571726050CE,NIFTY,0.00,17-07-2025,26050.00,0.05,75,CE,NFO-OPT,NFO
12123138,47356,NIFTY2571726050PE,NIFTY,0.00,17-07-2025,26050.00,0.05,75,PE,NFO-OPT,NFO
12123394,47357,NIFTY2571726100CE,NIFTY,0.00,17-07-2025,26100.00,0.05,75,CE,NFO-OPT,NFO
12123650,47358,NIFTY2571726100PE,NIFTY,0.00,17-07-2025,26100.00,0.05,75,PE,NFO-OPT,NFO
12123906,47359,NIFTY2571726150CE,NIFTY,0.00,17-07-2025,26150.00,0.05,75,CE,NFO-OPT,NFO
12124418,47361,NIFTY2571726150PE,NIFTY,0.00,17-07-2025,26150.00,0.05,75,PE,NFO-OPT,NFO
12124674,47362,NIFTY2571726200CE,NIFTY,0.00,17-07-2025,26200.00,0.05,75,CE,NFO-OPT,NFO
12124930,47363,NIFTY2571726200PE,NIFTY,0.00,17-07-2025,26200.00,0.05,75,PE,NFO-OPT,NFO
12125186,47364,NIFTY2571726250CE,NIFTY,0.00,17-07-2025,26250.00,0.05,75,CE,NFO-OPT,NFO
12125442,47365,NIFTY2571726250PE,NIFTY,0.00,17-07-2025,26250.00,0.05,75,PE,NFO-OPT,NFO
12125698,47366,NIFTY2571726300CE,NIFTY,0.00,17-07-2025,26300.00,0.05,75,CE,NFO-OPT,NFO
12125954,47367,NIFTY2571726300PE,NIFTY,0.00,17-07-2025,26300.00,0.05,75,PE,NFO-OPT,NFO
12126210,47368,NIFTY2571726350CE,NIFTY,0.00,17-07-2025,26350.00,0.05,75,CE,NFO-OPT,NFO
12126466,47369,NIFTY2571726350PE,NIFTY,0.00,17-07-2025,26350.00,0.05,75,PE,NFO-OPT,NFO
12126722,47370,NIFTY2571726400CE,NIFTY,0.00,17-07-2025,26400.00,0.05,75,CE,NFO-OPT,NFO
12126978,47371,NIFTY2571726400PE,NIFTY,0.00,17-07-2025,26400.00,0.05,75,PE,NFO-OPT,NFO
12127234,47372,NIFTY2571726450CE,NIFTY,0.00,17-07-2025,26450.00,0.05,75,CE,NFO-OPT,NFO
12127490,47373,NIFTY2571726450PE,NIFTY,0.00,17-07-2025,26450.00,0.05,75,PE,NFO-OPT,NFO
12127746,47374,NIFTY2571726500CE,NIFTY,0.00,17-07-2025,26500.00,0.05,75,CE,NFO-OPT,NFO
12128002,47375,NIFTY2571726500PE,NIFTY,0.00,17-07-2025,26500.00,0.05,75,PE,NFO-OPT,NFO
12128258,47376,NIFTY2571726550CE,NIFTY,0.00,17-07-2025,26550.00,0.05,75,CE,NFO-OPT,NFO
12128514,47377,NIFTY2571726550PE,NIFTY,0.00,17-07-2025,26550.00,0.05,75,PE,NFO-OPT,NFO
12128770,47378,NIFTY2571726600CE,NIFTY,0.00,17-07-2025,26600.00,0.05,75,CE,NFO-OPT,NFO
12129026,47379,NIFTY2571726600PE,NIFTY,0.00,17-07-2025,26600.00,0.05,75,PE,NFO-OPT,NFO
12129282,47380,NIFTY2571726650CE,NIFTY,0.00,17-07-2025,26650.00,0.05,75,CE,NFO-OPT,NFO
12129538,47381,NIFTY2571726650PE,NIFTY,0.00,17-07-2025,26650.00,0.05,75,PE,NFO-OPT,NFO
12129794,47382,NIFTY2571726700CE,NIFTY,0.00,17-07-2025,26700.00,0.05,75,CE,NFO-OPT,NFO
12130050,47383,NIFTY2571726700PE,NIFTY,0.00,17-07-2025,26700.00,0.05,75,PE,NFO-OPT,NFO
12130818,47386,NIFTY2571726750CE,NIFTY,0.00,17-07-2025,26750.00,0.05,75,CE,NFO-OPT,NFO
12131074,47387,NIFTY2571726750PE,NIFTY,0.00,17-07-2025,26750.00,0.05,75,PE,NFO-OPT,NFO
12131330,47388,NIFTY2571726800CE,NIFTY,0.00,17-07-2025,26800.00,0.05,75,CE,NFO-OPT,NFO
12132098,47391,NIFTY2571726800PE,NIFTY,0.00,17-07-2025,26800.00,0.05,75,PE,NFO-OPT,NFO
12132354,47392,NIFTY2571726850CE,NIFTY,0.00,17-07-2025,26850.00,0.05,75,CE,NFO-OPT,NFO
12132610,47393,NIFTY2571726850PE,NIFTY,0.00,17-07-2025,26850.00,0.05,75,PE,NFO-OPT,NFO
12132866,47394,NIFTY2571726900CE,NIFTY,0.00,17-07-2025,26900.00,0.05,75,CE,NFO-OPT,NFO
12133122,47395,NIFTY2571726900PE,NIFTY,0.00,17-07-2025,26900.00,0.05,75,PE,NFO-OPT,NFO
12133378,47396,NIFTY2571726950CE,NIFTY,0.00,17-07-2025,26950.00,0.05,75,CE,NFO-OPT,NFO
12133634,47397,NIFTY2571726950PE,NIFTY,0.00,17-07-2025,26950.00,0.05,75,PE,NFO-OPT,NFO
12134402,47400,NIFTY2571727000CE,NIFTY,0.00,17-07-2025,27000.00,0.05,75,CE,NFO-OPT,NFO
12134658,47401,NIFTY2571727000PE,NIFTY,0.00,17-07-2025,27000.00,0.05,75,PE,NFO-OPT,NFO
12134914,47402,NIFTY2571727050CE,NIFTY,0.00,17-07-2025,27050.00,0.05,75,CE,NFO-OPT,NFO
12135170,47403,NIFTY2571727050PE,NIFTY,0.00,17-07-2025,27050.00,0.05,75,PE,NFO-OPT,NFO
12135938,47406,NIFTY2571727100CE,NIFTY,0.00,17-07-2025,27100.00,0.05,75,CE,NFO-OPT,NFO
12136194,47407,NIFTY2571727100PE,NIFTY,0.00,17-07-2025,27100.00,0.05,75,PE,NFO-OPT,NFO
12136450,47408,NIFTY2571727150CE,NIFTY,0.00,17-07-2025,27150.00,0.05,75,CE,NFO-OPT,NFO
12136706,47409,NIFTY2571727150PE,NIFTY,0.00,17-07-2025,27150.00,0.05,75,PE,NFO-OPT,NFO
12136962,47410,NIFTY2571727200CE,NIFTY,0.00,17-07-2025,27200.00,0.05,75,CE,NFO-OPT,NFO
12137218,47411,NIFTY2571727200PE,NIFTY,0.00,17-07-2025,27200.00,0.05,75,PE,NFO-OPT,NFO
12137474,47412,NIFTY2571727250CE,NIFTY,0.00,17-07-2025,27250.00,0.05,75,CE,NFO-OPT,NFO
12137986,47414,NIFTY2571727250PE,NIFTY,0.00,17-07-2025,27250.00,0.05,75,PE,NFO-OPT,NFO
12138242,47415,NIFTY2571727300CE,NIFTY,0.00,17-07-2025,27300.00,0.05,75,CE,NFO-OPT,NFO
12138498,47416,NIFTY2571727300PE,NIFTY,0.00,17-07-2025,27300.00,0.05,75,PE,NFO-OPT,NFO
12138754,47417,NIFTY2571727350CE,NIFTY,0.00,17-07-2025,27350.00,0.05,75,CE,NFO-OPT,NFO
12139266,47419,NIFTY2571727350PE,NIFTY,0.00,17-07-2025,27350.00,0.05,75,PE,NFO-OPT,NFO
12139522,47420,NIFTY2571727400CE,NIFTY,0.00,17-07-2025,27400.00,0.05,75,CE,NFO-OPT,NFO
12139778,47421,NIFTY2571727400PE,NIFTY,0.00,17-07-2025,27400.00,0.05,75,PE,NFO-OPT,NFO
12588546,49174,NIFTY25DEC15000PE,NIFTY,0.00,24-12-2025,15000.00,0.05,75,PE,NFO-OPT,NFO
12589314,49177,NIFTY25DEC16000CE,NIFTY,0.00,24-12-2025,16000.00,0.05,75,CE,NFO-OPT,NFO
12589570,49178,NIFTY25DEC16000PE,NIFTY,0.00,24-12-2025,16000.00,0.05,75,PE,NFO-OPT,NFO
12590082,49180,NIFTY25DEC16500PE,NIFTY,0.00,24-12-2025,16500.00,0.05,75,PE,NFO-OPT,NFO
12636930,49363,NIFTY2572423050CE,NIFTY,0.00,24-07-2025,23050.00,0.05,75,CE,NFO-OPT,NFO
12637186,49364,NIFTY2572423050PE,NIFTY,0.00,24-07-2025,23050.00,0.05,75,PE,NFO-OPT,NFO
12637442,49365,NIFTY2572423100CE,NIFTY,0.00,24-07-2025,23100.00,0.05,75,CE,NFO-OPT,NFO
12637698,49366,NIFTY2572423100PE,NIFTY,0.00,24-07-2025,23100.00,0.05,75,PE,NFO-OPT,NFO
12637954,49367,NIFTY2572423150CE,NIFTY,0.00,24-07-2025,23150.00,0.05,75,CE,NFO-OPT,NFO
12638210,49368,NIFTY2572423150PE,NIFTY,0.00,24-07-2025,23150.00,0.05,75,PE,NFO-OPT,NFO
12638466,49369,NIFTY2572423200CE,NIFTY,0.00,24-07-2025,23200.00,0.05,75,CE,NFO-OPT,NFO
12638978,49371,NIFTY2572423200PE,NIFTY,0.00,24-07-2025,23200.00,0.05,75,PE,NFO-OPT,NFO
12640514,49377,NIFTY2572423250CE,NIFTY,0.00,24-07-2025,23250.00,0.05,75,CE,NFO-OPT,NFO
12640770,49378,NIFTY2572423250PE,NIFTY,0.00,24-07-2025,23250.00,0.05,75,PE,NFO-OPT,NFO
12642050,49383,NIFTY2572423300CE,NIFTY,0.00,24-07-2025,23300.00,0.05,75,CE,NFO-OPT,NFO
12642306,49384,NIFTY2572423300PE,NIFTY,0.00,24-07-2025,23300.00,0.05,75,PE,NFO-OPT,NFO
12642562,49385,NIFTY2572423350CE,NIFTY,0.00,24-07-2025,23350.00,0.05,75,CE,NFO-OPT,NFO
12642818,49386,NIFTY2572423350PE,NIFTY,0.00,24-07-2025,23350.00,0.05,75,PE,NFO-OPT,NFO
12643586,49389,NIFTY2572423400CE,NIFTY,0.00,24-07-2025,23400.00,0.05,75,CE,NFO-OPT,NFO
12643842,49390,NIFTY2572423400PE,NIFTY,0.00,24-07-2025,23400.00,0.05,75,PE,NFO-OPT,NFO
12644098,49391,NIFTY2572423450CE,NIFTY,0.00,24-07-2025,23450.00,0.05,75,CE,NFO-OPT,NFO
12644354,49392,NIFTY2572423450PE,NIFTY,0.00,24-07-2025,23450.00,0.05,75,PE,NFO-OPT,NFO
12644610,49393,NIFTY2572423500CE,NIFTY,0.00,24-07-2025,23500.00,0.05,75,CE,NFO-OPT,NFO
12644866,49394,NIFTY2572423500PE,NIFTY,0.00,24-07-2025,23500.00,0.05,75,PE,NFO-OPT,NFO
12645122,49395,NIFTY2572423550CE,NIFTY,0.00,24-07-2025,23550.00,0.05,75,CE,NFO-OPT,NFO
12645378,49396,NIFTY2572423550PE,NIFTY,0.00,24-07-2025,23550.00,0.05,75,PE,NFO-OPT,NFO
12645634,49397,NIFTY2572423600CE,NIFTY,0.00,24-07-2025,23600.00,0.05,75,CE,NFO-OPT,NFO
12646658,49401,NIFTY2572423600PE,NIFTY,0.00,24-07-2025,23600.00,0.05,75,PE,NFO-OPT,NFO
12647170,49403,NIFTY2572423650CE,NIFTY,0.00,24-07-2025,23650.00,0.05,75,CE,NFO-OPT,NFO
12647426,49404,NIFTY2572423650PE,NIFTY,0.00,24-07-2025,23650.00,0.05,75,PE,NFO-OPT,NFO
12647682,49405,NIFTY2572423700CE,NIFTY,0.00,24-07-2025,23700.00,0.05,75,CE,NFO-OPT,NFO
12647938,49406,NIFTY2572423700PE,NIFTY,0.00,24-07-2025,23700.00,0.05,75,PE,NFO-OPT,NFO
12649218,49411,NIFTY2572423750CE,NIFTY,0.00,24-07-2025,23750.00,0.05,75,CE,NFO-OPT,NFO
12649474,49412,NIFTY2572423750PE,NIFTY,0.00,24-07-2025,23750.00,0.05,75,PE,NFO-OPT,NFO
12649730,49413,NIFTY2572423800CE,NIFTY,0.00,24-07-2025,23800.00,0.05,75,CE,NFO-OPT,NFO
12649986,49414,NIFTY2572423800PE,NIFTY,0.00,24-07-2025,23800.00,0.05,75,PE,NFO-OPT,NFO
12650242,49415,NIFTY2572423850CE,NIFTY,0.00,24-07-2025,23850.00,0.05,75,CE,NFO-OPT,NFO
12650498,49416,NIFTY2572423850PE,NIFTY,0.00,24-07-2025,23850.00,0.05,75,PE,NFO-OPT,NFO
12650754,49417,NIFTY2572423900CE,NIFTY,0.00,24-07-2025,23900.00,0.05,75,CE,NFO-OPT,NFO
12651010,49418,NIFTY2572423900PE,NIFTY,0.00,24-07-2025,23900.00,0.05,75,PE,NFO-OPT,NFO
12651266,49419,NIFTY2572423950CE,NIFTY,0.00,24-07-2025,23950.00,0.05,75,CE,NFO-OPT,NFO
12651522,49420,NIFTY2572423950PE,NIFTY,0.00,24-07-2025,23950.00,0.05,75,PE,NFO-OPT,NFO
12651778,49421,NIFTY2572424000CE,NIFTY,0.00,24-07-2025,24000.00,0.05,75,CE,NFO-OPT,NFO
12652546,49424,NIFTY2572424000PE,NIFTY,0.00,24-07-2025,24000.00,0.05,75,PE,NFO-OPT,NFO
12652802,49425,NIFTY2572424050CE,NIFTY,0.00,24-07-2025,24050.00,0.05,75,CE,NFO-OPT,NFO
12653058,49426,NIFTY2572424050PE,NIFTY,0.00,24-07-2025,24050.00,0.05,75,PE,NFO-OPT,NFO
12653826,49429,NIFTY2572424100CE,NIFTY,0.00,24-07-2025,24100.00,0.05,75,CE,NFO-OPT,NFO
12654082,49430,NIFTY2572424100PE,NIFTY,0.00,24-07-2025,24100.00,0.05,75,PE,NFO-OPT,NFO
12654338,49431,NIFTY2572424150CE,NIFTY,0.00,24-07-2025,24150.00,0.05,75,CE,NFO-OPT,NFO
12654594,49432,NIFTY2572424150PE,NIFTY,0.00,24-07-2025,24150.00,0.05,75,PE,NFO-OPT,NFO
12655362,49435,NIFTY2572424200CE,NIFTY,0.00,24-07-2025,24200.00,0.05,75,CE,NFO-OPT,NFO
12655618,49436,NIFTY2572424200PE,NIFTY,0.00,24-07-2025,24200.00,0.05,75,PE,NFO-OPT,NFO
12658434,49447,NIFTY2572424250CE,NIFTY,0.00,24-07-2025,24250.00,0.05,75,CE,NFO-OPT,NFO
12658690,49448,NIFTY2572424250PE,NIFTY,0.00,24-07-2025,24250.00,0.05,75,PE,NFO-OPT,NFO
12658946,49449,NIFTY2572424300CE,NIFTY,0.00,24-07-2025,24300.00,0.05,75,CE,NFO-OPT,NFO
12659202,49450,NIFTY2572424300PE,NIFTY,0.00,24-07-2025,24300.00,0.05,75,PE,NFO-OPT,NFO
12659970,49453,NIFTY2572424350CE,NIFTY,0.00,24-07-2025,24350.00,0.05,75,CE,NFO-OPT,NFO
12661250,49458,NIFTY2572424350PE,NIFTY,0.00,24-07-2025,24350.00,0.05,75,PE,NFO-OPT,NFO
12661506,49459,NIFTY2572424400CE,NIFTY,0.00,24-07-2025,24400.00,0.05,75,CE,NFO-OPT,NFO
12661762,49460,NIFTY2572424400PE,NIFTY,0.00,24-07-2025,24400.00,0.05,75,PE,NFO-OPT,NFO
12662018,49461,NIFTY2572424450CE,NIFTY,0.00,24-07-2025,24450.00,0.05,75,CE,NFO-OPT,NFO
12662274,49462,NIFTY2572424450PE,NIFTY,0.00,24-07-2025,24450.00,0.05,75,PE,NFO-OPT,NFO
12662530,49463,NIFTY2572424500CE,NIFTY,0.00,24-07-2025,24500.00,0.05,75,CE,NFO-OPT,NFO
12662786,49464,NIFTY2572424500PE,NIFTY,0.00,24-07-2025,24500.00,0.05,75,PE,NFO-OPT,NFO
12663042,49465,NIFTY2572424550CE,NIFTY,0.00,24-07-2025,24550.00,0.05,75,CE,NFO-OPT,NFO
12663810,49468,NIFTY2572424550PE,NIFTY,0.00,24-07-2025,24550.00,0.05,75,PE,NFO-OPT,NFO
12664066,49469,NIFTY2572424600CE,NIFTY,0.00,24-07-2025,24600.00,0.05,75,CE,NFO-OPT,NFO
12664322,49470,NIFTY2572424600PE,NIFTY,0.00,24-07-2025,24600.00,0.05,75,PE,NFO-OPT,NFO
12664578,49471,NIFTY2572424650CE,NIFTY,0.00,24-07-2025,24650.00,0.05,75,CE,NFO-OPT,NFO
12664834,49472,NIFTY2572424650PE,NIFTY,0.00,24-07-2025,24650.00,0.05,75,PE,NFO-OPT,NFO
12665090,49473,NIFTY2572424700CE,NIFTY,0.00,24-07-2025,24700.00,0.05,75,CE,NFO-OPT,NFO
12665346,49474,NIFTY2572424700PE,NIFTY,0.00,24-07-2025,24700.00,0.05,75,PE,NFO-OPT,NFO
12665602,49475,NIFTY2572424750CE,NIFTY,0.00,24-07-2025,24750.00,0.05,75,CE,NFO-OPT,NFO
12666370,49478,NIFTY2572424750PE,NIFTY,0.00,24-07-2025,24750.00,0.05,75,PE,NFO-OPT,NFO
12666626,49479,NIFTY2572424800CE,NIFTY,0.00,24-07-2025,24800.00,0.05,75,CE,NFO-OPT,NFO
12666882,49480,NIFTY2572424800PE,NIFTY,0.00,24-07-2025,24800.00,0.05,75,PE,NFO-OPT,NFO
12667138,49481,NIFTY2572424850CE,NIFTY,0.00,24-07-2025,24850.00,0.05,75,CE,NFO-OPT,NFO
12667394,49482,NIFTY2572424850PE,NIFTY,0.00,24-07-2025,24850.00,0.05,75,PE,NFO-OPT,NFO
12667650,49483,NIFTY2572424900CE,NIFTY,0.00,24-07-2025,24900.00,0.05,75,CE,NFO-OPT,NFO
12667906,49484,NIFTY2572424900PE,NIFTY,0.00,24-07-2025,24900.00,0.05,75,PE,NFO-OPT,NFO
12668162,49485,NIFTY2572424950CE,NIFTY,0.00,24-07-2025,24950.00,0.05,75,CE,NFO-OPT,NFO
12668418,49486,NIFTY2572424950PE,NIFTY,0.00,24-07-2025,24950.00,0.05,75,PE,NFO-OPT,NFO
12668674,49487,NIFTY2572425000CE,NIFTY,0.00,24-07-2025,25000.00,0.05,75,CE,NFO-OPT,NFO
12669186,49489,NIFTY2572425000PE,NIFTY,0.00,24-07-2025,25000.00,0.05,75,PE,NFO-OPT,NFO
12669442,49490,NIFTY2572425050CE,NIFTY,0.00,24-07-2025,25050.00,0.05,75,CE,NFO-OPT,NFO
12669698,49491,NIFTY2572425050PE,NIFTY,0.00,24-07-2025,25050.00,0.05,75,PE,NFO-OPT,NFO
12669954,49492,NIFTY2572425100CE,NIFTY,0.00,24-07-2025,25100.00,0.05,75,CE,NFO-OPT,NFO
12670722,49495,NIFTY2572425100PE,NIFTY,0.00,24-07-2025,25100.00,0.05,75,PE,NFO-OPT,NFO
12670978,49496,NIFTY2572425150CE,NIFTY,0.00,24-07-2025,25150.00,0.05,75,CE,NFO-OPT,NFO
12676610,49518,NIFTY2572425150PE,NIFTY,0.00,24-07-2025,25150.00,0.05,75,PE,NFO-OPT,NFO
12676866,49519,NIFTY2572425200CE,NIFTY,0.00,24-07-2025,25200.00,0.05,75,CE,NFO-OPT,NFO
12677122,49520,NIFTY2572425200PE,NIFTY,0.00,24-07-2025,25200.00,0.05,75,PE,NFO-OPT,NFO
12677378,49521,NIFTY2572425250CE,NIFTY,0.00,24-07-2025,25250.00,0.05,75,CE,NFO-OPT,NFO
12677634,49522,NIFTY2572425250PE,NIFTY,0.00,24-07-2025,25250.00,0.05,75,PE,NFO-OPT,NFO
12677890,49523,NIFTY2572425300CE,NIFTY,0.00,24-07-2025,25300.00,0.05,75,CE,NFO-OPT,NFO
12678402,49525,NIFTY2572425300PE,NIFTY,0.00,24-07-2025,25300.00,0.05,75,PE,NFO-OPT,NFO
12678658,49526,NIFTY2572425350CE,NIFTY,0.00,24-07-2025,25350.00,0.05,75,CE,NFO-OPT,NFO
12678914,49527,NIFTY2572425350PE,NIFTY,0.00,24-07-2025,25350.00,0.05,75,PE,NFO-OPT,NFO
12679170,49528,NIFTY2572425400CE,NIFTY,0.00,24-07-2025,25400.00,0.05,75,CE,NFO-OPT,NFO
12679426,49529,NIFTY2572425400PE,NIFTY,0.00,24-07-2025,25400.00,0.05,75,PE,NFO-OPT,NFO
12683010,49543,NIFTY2572425450CE,NIFTY,0.00,24-07-2025,25450.00,0.05,75,CE,NFO-OPT,NFO
12683266,49544,NIFTY2572425450PE,NIFTY,0.00,24-07-2025,25450.00,0.05,75,PE,NFO-OPT,NFO
12683522,49545,NIFTY2572425500CE,NIFTY,0.00,24-07-2025,25500.00,0.05,75,CE,NFO-OPT,NFO
12684290,49548,NIFTY2572425500PE,NIFTY,0.00,24-07-2025,25500.00,0.05,75,PE,NFO-OPT,NFO
12684546,49549,NIFTY2572425550CE,NIFTY,0.00,24-07-2025,25550.00,0.05,75,CE,NFO-OPT,NFO
12685826,49554,NIFTY2572425550PE,NIFTY,0.00,24-07-2025,25550.00,0.05,75,PE,NFO-OPT,NFO
12686082,49555,NIFTY2572425600CE,NIFTY,0.00,24-07-2025,25600.00,0.05,75,CE,NFO-OPT,NFO
12686850,49558,NIFTY2572425600PE,NIFTY,0.00,24-07-2025,25600.00,0.05,75,PE,NFO-OPT,NFO
12687106,49559,NIFTY2572425650CE,NIFTY,0.00,24-07-2025,25650.00,0.05,75,CE,NFO-OPT,NFO
12687362,49560,NIFTY2572425650PE,NIFTY,0.00,24-07-2025,25650.00,0.05,75,PE,NFO-OPT,NFO
12687618,49561,NIFTY2572425700CE,NIFTY,0.00,24-07-2025,25700.00,0.05,75,CE,NFO-OPT,NFO
12689154,49567,NIFTY2572425700PE,NIFTY,0.00,24-07-2025,25700.00,0.05,75,PE,NFO-OPT,NFO
12689410,49568,NIFTY2572425750CE,NIFTY,0.00,24-07-2025,25750.00,0.05,75,CE,NFO-OPT,NFO
12689922,49570,NIFTY2572425750PE,NIFTY,0.00,24-07-2025,25750.00,0.05,75,PE,NFO-OPT,NFO
12690690,49573,NIFTY2572425800CE,NIFTY,0.00,24-07-2025,25800.00,0.05,75,CE,NFO-OPT,NFO
12690946,49574,NIFTY2572425800PE,NIFTY,0.00,24-07-2025,25800.00,0.05,75,PE,NFO-OPT,NFO
12691202,49575,NIFTY2572425850CE,NIFTY,0.00,24-07-2025,25850.00,0.05,75,CE,NFO-OPT,NFO
12691458,49576,NIFTY2572425850PE,NIFTY,0.00,24-07-2025,25850.00,0.05,75,PE,NFO-OPT,NFO
12691714,49577,NIFTY2572425900CE,NIFTY,0.00,24-07-2025,25900.00,0.05,75,CE,NFO-OPT,NFO
12692482,49580,NIFTY2572425900PE,NIFTY,0.00,24-07-2025,25900.00,0.05,75,PE,NFO-OPT,NFO
12692738,49581,NIFTY2572425950CE,NIFTY,0.00,24-07-2025,25950.00,0.05,75,CE,NFO-OPT,NFO
12693506,49584,NIFTY2572425950PE,NIFTY,0.00,24-07-2025,25950.00,0.05,75,PE,NFO-OPT,NFO
12693762,49585,NIFTY2572426000CE,NIFTY,0.00,24-07-2025,26000.00,0.05,75,CE,NFO-OPT,NFO
12694018,49586,NIFTY2572426000PE,NIFTY,0.00,24-07-2025,26000.00,0.05,75,PE,NFO-OPT,NFO
12694274,49587,NIFTY2572426050CE,NIFTY,0.00,24-07-2025,26050.00,0.05,75,CE,NFO-OPT,NFO
12695554,49592,NIFTY2572426050PE,NIFTY,0.00,24-07-2025,26050.00,0.05,75,PE,NFO-OPT,NFO
